GONo,ABNo,Time,Vb [m3],VbT [m3],Vm [m3],VmT [m3],Diffrence,p.MP  [ bar],p.MP  [ psig],T.MP [{C],K.MP,C.MP,St.2,St.4,St.7,St.6,StSy,Ev,Check
14813,14800,"2025-04-01,05:00:00",1883939.441,1883939.441,990537,990537,40,2.05648,15.12677462,28.18,0.99843,1.93952,0,14,0,0,15,0x8104,CRC Ok
14814,14801,"2025-04-01,06:00:00",1884016.577,1884016.577,990577,990577,105,2.05491,15.10400366,28.05,0.99844,1.93884,0,14,0,0,15,0x8104,CRC Ok
14815,14802,"2025-04-01,07:00:00",1884218.812,1884218.812,990682,990682,107,2.05088,15.04555334,28.17,0.99846,1.93422,0,14,0,0,15,0x8104,CRC Ok
14816,14803,"2025-04-01,08:00:00",1884425.084,1884425.084,990789,990789,117,2.05351,15.08369834,28.33,0.99846,1.9357,0,14,0,0,15,0x8104,CRC Ok
14817,14804,"2025-04-01,09:00:00",1884650.591,1884650.591,990906,990906,124,2.05206,15.06266783,28.48,0.99846,1.93337,0,14,0,0,15,0x8104,CRC Ok
14818,14805,"2025-04-01,10:00:00",1884889.038,1884889.038,991030,991030,155,2.05153,15.05498081,28.65,0.99846,1.93181,0,14,0,0,15,0x8104,CRC Ok
14819,14806,"2025-04-01,11:00:00",1885186.734,1885186.734,991185,991185,197,2.04699,14.98913356,28.79,0.99846,1.92659,0,14,0,0,15,0x8104,CRC Ok
14820,14807,"2025-04-01,12:00:00",1885565.515,1885565.515,991382,991382,174,2.04699,14.98913356,28.81,0.99846,1.92652,0,14,0,0,15,0x8104,CRC Ok
14821,14808,"2025-04-01,13:00:00",1885899.365,1885899.365,991556,991556,211,2.0476,14.99798088,28.95,0.99847,1.92614,0,14,0,0,15,0x8104,CRC Ok
14822,14809,"2025-04-01,14:00:00",1886304.047,1886304.047,991767,991767,200,2.04354,14.93909545,29.1,0.99847,1.92134,0,14,0,0,15,0x8104,CRC Ok
14823,14810,"2025-04-01,15:00:00",1886687.668,1886687.668,991967,991967,162,2.04368,14.94112598,29.2,0.99849,1.92083,0,14,0,0,15,0x8104,CRC Ok
14824,14811,"2025-04-01,16:00:00",1886998.438,1886998.438,992129,992129,168,2.04522,14.96346184,29.3,0.9985,1.92166,0,14,0,0,15,0x8104,CRC Ok
14825,14812,"2025-04-01,17:00:00",1887321.012,1887321.012,992297,992297,155,2.04791,15.00247706,29.3,0.99849,1.92419,0,14,0,0,15,0x8104,CRC Ok
14826,14813,"2025-04-01,18:00:00",1887618.947,1887618.947,992452,992452,157,2.05102,15.04758388,29.08,0.99848,1.92851,0,14,0,0,15,0x8104,CRC Ok
14827,14814,"2025-04-01,19:00:00",1887921.095,1887921.095,992609,992609,178,2.04948,15.02524802,28.93,0.99848,1.92806,0,14,0,0,15,0x8104,CRC Ok
14828,14815,"2025-04-01,20:00:00",1888264.209,1888264.209,992787,992787,126,2.04875,15.01466025,28.71,0.99846,1.9288,0,14,0,0,15,0x8104,CRC Ok
14829,14816,"2025-04-01,21:00:00",1888507.021,1888507.021,992913,992913,179,2.05278,15.07311056,28.75,0.99846,1.93235,0,14,0,0,15,0x8104,CRC Ok
14830,14817,"2025-04-01,22:00:00",1888851.692,1888851.692,993092,993092,135,2.04987,15.03090451,28.79,0.99846,1.92931,0,14,0,0,15,0x8104,CRC Ok
14831,14818,"2025-04-01,23:00:00",1889111.835,1889111.835,993227,993227,166,2.05225,15.06542355,28.69,0.99846,1.93222,0,14,0,0,15,0x8104,CRC Ok
14832,14819,"2025-04-02,00:00:00",1889432.42,1889432.42,993393,993393,79,2.05519,15.10806472,28.45,0.99845,1.93651,0,14,0,0,15,0x8104,CRC Ok
14833,14820,"2025-04-02,01:00:00",1889584.996,1889584.996,993472,993472,50,2.05463,15.09994259,28.29,0.99845,1.93705,0,14,0,0,15,0x8104,CRC Ok
14834,14821,"2025-04-02,02:00:00",1889681.755,1889681.755,993522,993522,17,2.06102,15.19262188,28.22,0.99844,1.9435,0,14,0,0,15,0x8104,CRC Ok
14835,14822,"2025-04-02,03:00:00",1889714.694,1889714.694,993539,993539,20,2.0616,15.20103408,28.11,0.99843,1.94479,0,14,0,0,15,0x8104,CRC Ok
14836,14823,"2025-04-02,04:00:00",1889753.362,1889753.362,993559,993559,22,2.06059,15.18638524,27.97,0.99845,1.94471,0,14,0,0,15,0x8104,CRC Ok
14837,14824,"2025-04-02,05:00:00",1889796.043,1889796.043,993581,993581,75,2.06115,15.19450737,27.84,0.99841,1.94617,0,14,0,0,15,0x8104,CRC Ok
14838,14825,"2025-04-02,06:00:00",1889941.39,1889941.39,993656,993656,135,2.06085,15.19015623,27.84,0.99841,1.94589,0,14,0,0,15,0x8104,CRC Ok
14839,14826,"2025-04-02,07:00:00",1890203.429,1890203.429,993791,993791,90,2.0595,15.1705761,27.84,0.99842,1.94457,0,14,0,0,15,0x8104,CRC Ok
14840,14827,"2025-04-02,08:00:00",1890378.151,1890378.151,993881,993881,106,2.06065,15.18725547,27.86,0.99842,1.94554,0,14,0,0,15,0x8104,CRC Ok
14841,14828,"2025-04-02,09:00:00",1890583.624,1890583.624,993987,993987,149,2.05883,15.16085855,28.09,0.99842,1.94234,0,14,0,0,15,0x8104,CRC Ok
14842,14829,"2025-04-02,10:00:00",1890870.989,1890870.989,994136,994136,133,2.05351,15.08369834,28.49,0.99844,1.9347,0,14,0,0,15,0x8104,CRC Ok
14843,14830,"2025-04-02,11:00:00",1891127.094,1891127.094,994269,994269,169,2.05105,15.04801899,28.83,0.99845,1.93021,0,14,0,0,15,0x8104,CRC Ok
14844,14831,"2025-04-02,12:00:00",1891451.077,1891451.077,994438,994438,213,2.04721,14.9923244,29.19,0.99849,1.92423,0,14,0,0,15,0x8104,CRC Ok
14845,14832,"2025-04-02,13:00:00",1891859.694,1891859.694,994651,994651,156,2.04416,14.94808781,29.17,0.99849,1.92146,0,14,0,0,15,0x8104,CRC Ok
14846,14833,"2025-04-02,14:00:00",1892158.62,1892158.62,994807,994807,168,2.04595,14.97404961,29.3,0.99849,1.92231,0,14,0,0,15,0x8104,CRC Ok
14847,14834,"2025-04-02,15:00:00",1892480.211,1892480.211,994975,994975,134,2.04312,14.93300386,29.55,0.99851,1.91807,0,14,0,0,15,0x8104,CRC Ok
14848,14835,"2025-04-02,16:00:00",1892736.873,1892736.873,995109,995109,128,2.04606,14.97564503,29.69,0.99851,1.91995,0,14,0,0,15,0x8104,CRC Ok
14849,14836,"2025-04-02,17:00:00",1892984.422,1892984.422,995237,995237,121,2.0604,15.18362952,29.26,0.99847,1.9362,0,14,0,0,15,0x8104,CRC Ok
14850,14837,"2025-04-02,18:00:00",1893205.776,1893205.776,995358,995358,0,1.78361,11.16912272,28.92,0.99895,1.67756,0,14,0,0,15,0x8104,CRC Ok
14851,14838,"2025-04-02,19:00:00",1893205.776,1893205.776,995358,995358,0,1.1401,1.83578238,29.71,1.00012,1.06803,0,14,0,0,15,0x8104,CRC Ok
14852,14839,"2025-04-02,20:00:00",1893205.776,1893205.776,995358,995358,0,1.04606,0.471845028,30.24,1.00028,0.97807,0,14,0,0,15,0x8104,CRC Ok
14853,14840,"2025-04-02,21:00:00",1893205.776,1893205.776,995358,995358,0,1.00741,-0.088726842,30.46,1.00036,0.94115,0,14,0,0,15,0x8104,CRC Ok
14854,14841,"2025-04-02,22:00:00",1893205.776,1893205.776,995358,995358,0,1.00777,-0.083505474,30.51,1.00038,0.94132,0,14,0,0,15,0x8104,CRC Ok
14855,14842,"2025-04-02,23:00:00",1893205.776,1893205.776,995358,995358,0,1.01323,-0.004314726,30.47,1.00038,0.94655,0,14,0,0,15,0x8104,CRC Ok
14856,14843,"2025-04-03,00:00:00",1893205.776,1893205.776,995358,995358,0,1.27412,3.779581656,30.31,0.99993,1.19171,0,14,0,0,15,0x8104,CRC Ok
14857,14844,"2025-04-03,01:00:00",1893205.776,1893205.776,995358,995358,34,2.09377,15.66762133,30.07,0.99845,1.96238,0,14,0,0,15,0x8104,CRC Ok
14858,14845,"2025-04-03,02:00:00",1893271.717,1893271.717,995392,995392,35,2.07776,15.43541549,29.75,0.99846,1.94939,0,14,0,0,15,0x8104,CRC Ok
14859,14846,"2025-04-03,03:00:00",1893339.462,1893339.462,995427,995427,18,2.07415,15.38305677,29.26,0.99845,1.94917,0,14,0,0,15,0x8104,CRC Ok
14860,14847,"2025-04-03,04:00:00",1893374.364,1893374.364,995445,995445,50,2.07317,15.36884305,28.96,0.99844,1.95019,0,14,0,0,15,0x8104,CRC Ok
14861,14848,"2025-04-03,05:00:00",1893471.193,1893471.193,995495,995495,117,2.06802,15.29414848,28.76,0.99844,1.94663,0,14,0,0,15,0x8104,CRC Ok
14862,14849,"2025-04-03,06:00:00",1893697.393,1893697.393,995612,995612,129,2.06174,15.20306461,28.76,0.99844,1.94073,0,14,0,0,15,0x8104,CRC Ok
14863,14850,"2025-04-03,07:00:00",1893946.357,1893946.357,995741,995741,120,2.0616,15.20103408,28.99,0.99847,1.93903,0,14,0,0,15,0x8104,CRC Ok
14864,14851,"2025-04-03,08:00:00",1894177.025,1894177.025,995861,995861,161,2.05693,15.13330133,29.16,0.99847,1.93355,0,14,0,0,15,0x8104,CRC Ok
14865,14852,"2025-04-03,09:00:00",1894486.19,1894486.19,996022,996022,226,2.05253,15.06948461,29.43,0.99848,1.92769,0,14,0,0,15,0x8104,CRC Ok
14866,14853,"2025-04-03,10:00:00",1894888.518,1894888.518,996248,996248,167,1.92097,13.16136469,29.83,0.99873,1.80137,0,14,0,0,15,0x8104,CRC Ok
14867,14854,"2025-04-03,11:00:00",1895140.455,1895140.455,996415,996415,224,1.67971,9.662177898,30.18,0.99918,1.57261,0,14,0,0,15,0x8104,CRC Ok
14868,14855,"2025-04-03,12:00:00",1895568.384,1895568.384,996639,996639,184,2.0431,14.93271378,30.38,0.99855,1.91271,0,14,0,0,15,0x8104,CRC Ok
14869,14856,"2025-04-03,13:00:00",1895920.932,1895920.932,996823,996823,219,2.05771,15.1446143,30.5,0.99852,1.92568,0,14,0,0,15,0x8104,CRC Ok
14870,14857,"2025-04-03,14:00:00",1896341.479,1896341.479,997042,997042,176,2.0588,15.16042344,30.61,0.99854,1.92598,0,14,0,0,15,0x8104,CRC Ok
14871,14858,"2025-04-03,15:00:00",1896679.789,1896679.789,997218,997218,150,2.06225,15.21046155,30.75,0.99854,1.92831,0,14,0,0,15,0x8104,CRC Ok
14872,14859,"2025-04-03,16:00:00",1896968.021,1896968.021,997368,997368,129,2.06516,15.25266761,30.88,0.99853,1.93022,0,14,0,0,15,0x8104,CRC Ok
14873,14860,"2025-04-03,17:00:00",1897216.486,1897216.486,997497,997497,173,2.0679,15.29240802,30.88,0.99853,1.93276,0,14,0,0,15,0x8104,CRC Ok
14874,14861,"2025-04-03,18:00:00",1897549.019,1897549.019,997670,997670,117,2.06009,15.17913334,30.6,0.99853,1.92727,0,14,0,0,15,0x8104,CRC Ok
14875,14862,"2025-04-03,19:00:00",1897773.698,1897773.698,997787,997787,120,2.06015,15.18000357,30.47,0.99852,1.92817,0,14,0,0,15,0x8104,CRC Ok
14876,14863,"2025-04-03,20:00:00",1898004.214,1898004.214,997907,997907,161,2.05771,15.1446143,30.38,0.99852,1.92643,0,14,0,0,15,0x8104,CRC Ok
14877,14864,"2025-04-03,21:00:00",1898313.078,1898313.078,998068,998068,167,2.05214,15.06382813,30.2,0.99853,1.92236,0,14,0,0,15,0x8104,CRC Ok
14878,14865,"2025-04-03,22:00:00",1898634.27,1898634.27,998235,998235,130,2.05483,15.10284335,30.05,0.99852,1.92584,0,14,0,0,15,0x8104,CRC Ok
14879,14866,"2025-04-03,23:00:00",1898884.495,1898884.495,998365,998365,136,2.05897,15.16288909,29.96,0.99849,1.93034,0,14,0,0,15,0x8104,CRC Ok
14880,14867,"2025-04-04,00:00:00",1899145.871,1899145.871,998501,998501,32,2.05869,15.15882802,29.96,0.9985,1.9301,0,14,0,0,15,0x8104,CRC Ok
14881,14868,"2025-04-04,01:00:00",1899207.29,1899207.29,998533,998533,46,2.06289,15.21974398,29.98,0.99851,1.93387,0,14,0,0,15,0x8104,CRC Ok
14882,14869,"2025-04-04,02:00:00",1899295.899,1899295.899,998579,998579,21,2.0644,15.24164472,29.97,0.9985,1.9354,0,14,0,0,15,0x8104,CRC Ok
14883,14870,"2025-04-04,03:00:00",1899336.337,1899336.337,998600,998600,18,2.06507,15.25136227,29.79,0.9985,1.93713,0,14,0,0,15,0x8104,CRC Ok
14884,14871,"2025-04-04,04:00:00",1899371.014,1899371.014,998618,998618,47,2.06617,15.26731645,29.63,0.99849,1.9392,0,14,0,0,15,0x8104,CRC Ok
14885,14872,"2025-04-04,05:00:00",1899461.715,1899461.715,998665,998665,66,2.06381,15.23308748,29.38,0.99848,1.93865,0,14,0,0,15,0x8104,CRC Ok
14886,14873,"2025-04-04,06:00:00",1899589.142,1899589.142,998731,998731,102,2.06524,15.25382791,29.18,0.99847,1.94124,0,14,0,0,15,0x8104,CRC Ok
14887,14874,"2025-04-04,07:00:00",1899785.748,1899785.748,998833,998833,125,2.06158,15.200744,29.18,0.99847,1.93783,0,14,0,0,15,0x8104,CRC Ok
14888,14875,"2025-04-04,08:00:00",1900026.272,1900026.272,998958,998958,104,2.06032,15.18246922,29.33,0.99849,1.93561,0,14,0,0,15,0x8104,CRC Ok
14889,14876,"2025-04-04,09:00:00",1900225.643,1900225.643,999062,999062,153,2.05491,15.10400366,29.52,0.9985,1.92932,0,14,0,0,15,0x8104,CRC Ok
14890,14877,"2025-04-04,10:00:00",1900510.357,1900510.357,999215,999215,152,2.02005,14.59840119,29.9,0.99856,1.89412,0,14,0,0,15,0x8104,CRC Ok
14891,14878,"2025-04-04,11:00:00",1900773.429,1900773.429,999367,999367,221,1.90815,12.97542597,30.23,0.99879,1.78684,0,14,0,0,15,0x8104,CRC Ok
14892,14879,"2025-04-04,12:00:00",1901141.307,1901141.307,999588,999588,151,1.80736,11.51358797,30.53,0.99897,1.69047,0,14,0,0,15,0x8104,CRC Ok
14893,14880,"2025-04-04,13:00:00",1901414.546,1901414.546,999739,999739,168,1.96983,13.87002035,30.81,0.99871,1.8412,0,14,0,0,15,0x8104,CRC Ok
14894,14881,"2025-04-04,14:00:00",1901734.306,1901734.306,999907,999907,191,2.05099,15.04714876,30.9,0.99856,1.91679,0,14,0,0,15,0x8104,CRC Ok
14895,14882,"2025-04-04,15:00:00",1902098.442,1902098.442,1000098,1000098,135,2.04942,15.0243778,30.75,0.99856,1.91629,0,14,0,0,15,0x8104,CRC Ok
14896,14883,"2025-04-04,16:00:00",1902355.809,1902355.809,1000233,1000233,154,2.052,15.0617976,30.7,0.99855,1.91899,0,14,0,0,15,0x8104,CRC Ok
14897,14884,"2025-04-04,17:00:00",1902648.394,1902648.394,1000387,1000387,169,2.04609,14.97608014,30.7,0.99856,1.91346,0,14,0,0,15,0x8104,CRC Ok
14898,14885,"2025-04-04,18:00:00",1902962.444,1902962.444,1000556,1000556,181,2.0137,14.50630206,30.58,0.9986,1.88382,0,14,0,0,15,0x8104,CRC Ok
14899,14886,"2025-04-04,19:00:00",1903281.52,1903281.52,1000737,1000737,195,1.94709,13.54020394,30.55,0.99872,1.82149,0,14,0,0,15,0x8104,CRC Ok
14900,14887,"2025-04-04,20:00:00",1903603.084,1903603.084,1000932,1000932,158,1.79715,11.36550417,30.55,0.99899,1.68075,0,14,0,0,15,0x8104,CRC Ok
14901,14888,"2025-04-04,21:00:00",1903886.825,1903886.825,1001090,1001090,137,1.96795,13.84275321,30.56,0.99869,1.84105,0,14,0,0,15,0x8104,CRC Ok
14902,14889,"2025-04-04,22:00:00",1904149.085,1904149.085,1001227,1001227,177,2.06152,15.19987378,30.47,0.99852,1.92945,0,14,0,0,15,0x8104,CRC Ok
14903,14890,"2025-04-04,23:00:00",1904490.126,1904490.126,1001404,1001404,221,2.06256,15.21495773,30.28,0.99851,1.93165,0,14,0,0,15,0x8104,CRC Ok
14904,14891,"2025-04-05,00:00:00",1904916.413,1904916.413,1001625,1001625,202,2.06034,15.18275929,30.08,0.99852,1.93083,0,14,0,0,15,0x8104,CRC Ok
14905,14892,"2025-04-05,01:00:00",1905305.832,1905305.832,1001827,1001827,72,2.05855,15.15679749,29.99,0.9985,1.92973,0,14,0,0,15,0x8104,CRC Ok
14906,14893,"2025-04-05,02:00:00",1905444.59,1905444.59,1001899,1001899,39,2.06603,15.26528591,29.85,0.9985,1.93766,0,14,0,0,15,0x8104,CRC Ok
14907,14894,"2025-04-05,03:00:00",1905519.81,1905519.81,1001938,1001938,36,2.06577,15.26151493,29.66,0.99849,1.93866,0,14,0,0,15,0x8104,CRC Ok
14908,14895,"2025-04-05,04:00:00",1905589.273,1905589.273,1001974,1001974,68,2.06558,15.2587592,29.46,0.99847,1.93978,0,14,0,0,15,0x8104,CRC Ok
14909,14896,"2025-04-05,05:00:00",1905720.554,1905720.554,1002042,1002042,113,2.06437,15.24120961,29.37,0.99847,1.93922,0,14,0,0,15,0x8104,CRC Ok
14910,14897,"2025-04-05,06:00:00",1905938.457,1905938.457,1002155,1002155,238,2.06208,15.2079959,29.45,0.99848,1.93658,0,14,0,0,15,0x8104,CRC Ok
14911,14898,"2025-04-05,07:00:00",1906395.747,1906395.747,1002393,1002393,166,2.05183,15.05933195,29.78,0.99851,1.92474,0,14,0,0,15,0x8104,CRC Ok
14912,14899,"2025-04-05,08:00:00",1906715.678,1906715.678,1002559,1002559,192,2.06051,15.18522494,29.87,0.99851,1.93231,0,14,0,0,15,0x8104,CRC Ok
14913,14900,"2025-04-05,09:00:00",1907080.004,1907080.004,1002751,1002751,258,2.03769,14.85424822,30.08,0.99855,1.90952,0,14,0,0,15,0x8104,CRC Ok
14914,14901,"2025-04-05,10:00:00",1907553.893,1907553.893,1003009,1003009,284,1.98486,14.08801247,30.44,0.99866,1.8576,0,14,0,0,15,0x8104,CRC Ok
14915,14902,"2025-04-05,11:00:00",1908096.696,1908096.696,1003293,1003293,220,2.04623,14.97811067,30.65,0.99856,1.91389,0,14,0,0,15,0x8104,CRC Ok
14916,14903,"2025-04-05,12:00:00",1908517.047,1908517.047,1003513,1003513,219,2.04937,15.02365261,30.8,0.99856,1.9159,0,14,0,0,15,0x8104,CRC Ok
14917,14904,"2025-04-05,13:00:00",1908929.589,1908929.589,1003732,1003732,292,2.024,14.6556912,31.02,0.9986,1.89073,0,14,0,0,15,0x8104,CRC Ok
14918,14905,"2025-04-05,14:00:00",1909420.025,1909420.025,1004024,1004024,293,1.80339,11.45600788,31.15,0.99899,1.68328,0,14,0,0,15,0x8104,CRC Ok
14919,14906,"2025-04-05,15:00:00",1909898.083,1909898.083,1004317,1004317,269,1.75888,10.81044374,31.25,0.99908,1.64104,0,14,0,0,15,0x8104,CRC Ok
14920,14907,"2025-04-05,16:00:00",1910409.629,1910409.629,1004586,1004586,253,2.0392,14.87614896,31.31,0.9986,1.90315,0,14,0,0,15,0x8104,CRC Ok
14921,14908,"2025-04-05,17:00:00",1910892.494,1910892.494,1004839,1004839,181,2.04483,14.95780535,31.14,0.99858,1.90947,0,14,0,0,15,0x8104,CRC Ok
14922,14909,"2025-04-05,18:00:00",1911239.73,1911239.73,1005020,1005020,150,2.05673,15.13040057,30.95,0.99855,1.92183,0,14,0,0,15,0x8104,CRC Ok
14923,14910,"2025-04-05,19:00:00",1911528.405,1911528.405,1005170,1005170,185,2.05995,15.17710281,30.54,0.99852,1.92754,0,14,0,0,15,0x8104,CRC Ok
14924,14911,"2025-04-05,20:00:00",1911886.146,1911886.146,1005355,1005355,206,2.0609,15.19088142,29.73,0.99849,1.93366,0,14,0,0,15,0x8104,CRC Ok
14925,14912,"2025-04-05,21:00:00",1912284.797,1912284.797,1005561,1005561,230,2.0651,15.25179738,29.42,0.99847,1.93959,0,14,0,0,15,0x8104,CRC Ok
14926,14913,"2025-04-05,22:00:00",1912730.617,1912730.617,1005791,1005791,204,2.06552,15.25788898,29.29,0.99847,1.94083,0,14,0,0,15,0x8104,CRC Ok
14927,14914,"2025-04-05,23:00:00",1913126.99,1913126.99,1005995,1005995,228,2.06625,15.26847675,29.02,0.99845,1.94325,0,14,0,0,15,0x8104,CRC Ok
14928,14915,"2025-04-06,00:00:00",1913568.776,1913568.776,1006223,1006223,293,2.06057,15.18609517,28.79,0.99845,1.93943,0,14,0,0,15,0x8104,CRC Ok
14929,14916,"2025-04-06,01:00:00",1914137.452,1914137.452,1006516,1006516,292,2.05989,15.17623258,28.49,0.99843,1.94073,0,14,0,0,15,0x8104,CRC Ok
14930,14917,"2025-04-06,02:00:00",1914704.376,1914704.376,1006808,1006808,292,2.05917,15.16578985,28.31,0.99843,1.94121,0,14,0,0,15,0x8104,CRC Ok
14931,14918,"2025-04-06,03:00:00",1915271.895,1915271.895,1007100,1007100,16,2.0581,15.15027078,28.11,0.99842,1.94154,0,14,0,0,15,0x8104,CRC Ok
14932,14919,"2025-04-06,04:00:00",1915303.03,1915303.03,1007116,1007116,0,2.07076,15.33388889,28.05,0.99841,1.95389,0,14,0,0,15,0x8104,CRC Ok
14933,14920,"2025-04-06,05:00:00",1915303.03,1915303.03,1007116,1007116,97,2.07151,15.34476674,28.09,0.99841,1.95432,0,14,0,0,15,0x8104,CRC Ok
14934,14921,"2025-04-06,06:00:00",1915491.391,1915491.391,1007213,1007213,201,2.06583,15.26238515,28.12,0.99841,1.94877,0,14,0,0,15,0x8104,CRC Ok
14935,14922,"2025-04-06,07:00:00",1915880.955,1915880.955,1007414,1007414,273,2.06104,15.19291195,28.23,0.99844,1.94347,0,14,0,0,15,0x8104,CRC Ok
14936,14923,"2025-04-06,08:00:00",1916410.526,1916410.526,1007687,1007687,273,2.05665,15.12924027,28.23,0.99843,1.93937,0,14,0,0,15,0x8104,CRC Ok
14937,14924,"2025-04-06,09:00:00",1916939.665,1916939.665,1007960,1007960,272,2.05771,15.1446143,28.28,0.99845,1.94003,0,14,0,0,15,0x8104,CRC Ok
14938,14925,"2025-04-06,10:00:00",1917465.828,1917465.828,1008232,1008232,290,2.05298,15.07601132,28.51,0.99845,1.93407,0,14,0,0,15,0x8104,CRC Ok
14939,14926,"2025-04-06,11:00:00",1918025.218,1918025.218,1008522,1008522,248,2.04858,15.0121946,28.81,0.99847,1.92795,0,14,0,0,15,0x8104,CRC Ok
14940,14927,"2025-04-06,12:00:00",1918502.836,1918502.836,1008770,1008770,290,2.0513,15.05164494,29.09,0.99846,1.92874,0,14,0,0,15,0x8104,CRC Ok
14941,14928,"2025-04-06,13:00:00",1919061.362,1919061.362,1009060,1009060,242,2.05345,15.08282811,29.11,0.99846,1.93064,0,14,0,0,15,0x8104,CRC Ok
14942,14929,"2025-04-06,14:00:00",1919526.46,1919526.46,1009302,1009302,227,2.04878,15.01509536,29.35,0.99849,1.9247,0,14,0,0,15,0x8104,CRC Ok
14943,14930,"2025-04-06,15:00:00",1919962.102,1919962.102,1009529,1009529,244,2.04612,14.97651526,29.51,0.9985,1.92112,0,14,0,0,15,0x8104,CRC Ok
14944,14931,"2025-04-06,16:00:00",1920430.66,1920430.66,1009773,1009773,215,2.04534,14.96520229,29.46,0.99851,1.92069,0,14,0,0,15,0x8104,CRC Ok
14945,14932,"2025-04-06,17:00:00",1920843.939,1920843.939,1009988,1009988,197,2.05004,15.03337015,29.41,0.9985,1.92548,0,14,0,0,15,0x8104,CRC Ok
14946,14933,"2025-04-06,18:00:00",1921222.924,1921222.924,1010185,1010185,0,2.05323,15.07963727,29.22,0.99848,1.92969,0,14,0,0,15,0x8104,CRC Ok
14947,14934,"2025-04-06,19:00:00",1921222.924,1921222.924,1010185,1010185,0,2.06124,15.19581271,30.05,0.9985,1.93187,0,14,0,0,15,0x8104,CRC Ok
14948,14935,"2025-04-06,20:00:00",1921222.924,1921222.924,1010185,1010185,0,2.06127,15.19624783,30.91,0.99854,1.92638,0,14,0,0,15,0x8104,CRC Ok
14949,14936,"2025-04-06,21:00:00",1921222.924,1921222.924,1010185,1010185,286,2.06233,15.21162185,31.35,0.99855,1.92455,0,14,0,0,15,0x8104,CRC Ok
14950,14937,"2025-04-06,22:00:00",1921773.602,1921773.602,1010471,1010471,208,2.052,15.0617976,29.82,0.99851,1.92471,0,14,0,0,15,0x8104,CRC Ok
14951,14938,"2025-04-06,23:00:00",1922175.486,1922175.486,1010679,1010679,155,2.05732,15.13895782,28.83,0.99847,1.93609,0,14,0,0,15,0x8104,CRC Ok
14952,14939,"2025-04-07,00:00:00",1922475.371,1922475.371,1010834,1010834,158,2.05956,15.17144633,28.72,0.99845,1.93889,0,14,0,0,15,0x8104,CRC Ok
14953,14940,"2025-04-07,01:00:00",1922781.878,1922781.878,1010992,1010992,58,2.06068,15.18769058,28.23,0.99844,1.94312,0,14,0,0,15,0x8104,CRC Ok
14954,14941,"2025-04-07,02:00:00",1922894.395,1922894.395,1011050,1011050,26,2.06748,15.28631642,28.07,0.99841,1.95066,0,14,0,0,15,0x8104,CRC Ok
14955,14942,"2025-04-07,03:00:00",1922944.983,1922944.983,1011076,1011076,27,2.06883,15.30589655,27.95,0.99839,1.9527,0,14,0,0,15,0x8104,CRC Ok
14956,14943,"2025-04-07,04:00:00",1922997.529,1922997.529,1011103,1011103,47,2.07082,15.33475912,27.84,0.9984,1.95529,0,14,0,0,15,0x8104,CRC Ok
14957,14944,"2025-04-07,05:00:00",1923089.135,1923089.135,1011150,1011150,179,2.07031,15.32736218,27.58,0.99838,1.95654,0,14,0,0,15,0x8104,CRC Ok
14958,14945,"2025-04-07,06:00:00",1923438.043,1923438.043,1011329,1011329,226,2.06843,15.30009503,27.66,0.9984,1.95426,0,14,0,0,15,0x8104,CRC Ok
14959,14946,"2025-04-07,07:00:00",1923877.548,1923877.548,1011555,1011555,273,2.06395,15.23511801,27.82,0.9984,1.94895,0,14,0,0,15,0x8104,CRC Ok
14960,14947,"2025-04-07,08:00:00",1924408.465,1924408.465,1011828,1011828,268,2.06667,15.27456835,27.97,0.99842,1.95051,0,14,0,0,15,0x8104,CRC Ok
14961,14948,"2025-04-07,09:00:00",1924928.745,1924928.745,1012096,1012096,238,2.05956,15.17144633,28.1,0.99842,1.94296,0,14,0,0,15,0x8104,CRC Ok
14962,14949,"2025-04-07,10:00:00",1925389.323,1925389.323,1012334,1012334,292,2.05595,15.11908761,28.51,0.99845,1.93688,0,14,0,0,15,0x8104,CRC Ok
14963,14950,"2025-04-07,11:00:00",1925953.769,1925953.769,1012626,1012626,291,2.05469,15.10081282,28.71,0.99844,1.93439,0,14,0,0,15,0x8104,CRC Ok
14964,14951,"2025-04-07,12:00:00",1926516.032,1926516.032,1012917,1012917,289,2.05248,15.06875942,28.78,0.99843,1.93189,0,14,0,0,15,0x8104,CRC Ok
14965,14952,"2025-04-07,13:00:00",1927073.54,1927073.54,1013206,1013206,244,2.04951,15.02568314,28.92,0.99847,1.92815,0,14,0,0,15,0x8104,CRC Ok
14966,14953,"2025-04-07,14:00:00",1927541.73,1927541.73,1013450,1013450,249,2.04217,14.91922525,29.2,0.99851,1.91938,0,14,0,0,15,0x8104,CRC Ok
14967,14954,"2025-04-07,15:00:00",1928017.763,1928017.763,1013699,1013699,210,2.0406,14.89645428,29.57,0.99853,1.9155,0,14,0,0,15,0x8104,CRC Ok
14968,14955,"2025-04-07,16:00:00",1928419.531,1928419.531,1013909,1013909,226,2.04315,14.93343897,29.69,0.99852,1.91714,0,14,0,0,15,0x8104,CRC Ok
14969,14956,"2025-04-07,17:00:00",1928852.128,1928852.128,1014135,1014135,155,2.04567,14.96998855,29.79,0.99851,1.91888,0,14,0,0,15,0x8104,CRC Ok
