GONo,ABNo,Time,Vb [m3],VbT [m3],Vm [m3],VmT [m3],Diffrence,p.MP  [ bar],p.MP  [ psig],T.MP [{C],K.MP,C.MP,St.2,St.4,St.7,St.6,StSy,Ev,Check
12086,12073,"2024-12-08,14:00:00",711008.5295,711008.5295,375797,375797,295,1.85678,12.23036576,27.1,0.99875,1.75692,0,14,0,0,15,0x8104,CRC Ok
12087,12074,"2024-12-08,15:00:00",711535.6013,711535.6013,376092,376092,296,1.88939,12.70333468,27.11,0.9987,1.78783,0,14,0,0,15,0x8104,CRC Ok
12088,12075,"2024-12-08,16:00:00",712078.0813,712078.0813,376388,376388,296,1.93553,13.37254001,27.09,0.9986,1.83176,0,14,0,0,15,0x8104,CRC Ok
12089,12076,"2024-12-08,17:00:00",712627.0689,712627.0689,376684,376684,265,1.96132,13.74659302,27.04,0.99855,1.85654,0,14,0,0,15,0x8104,CRC Ok
12090,12077,"2024-12-08,18:00:00",713114.4472,713114.4472,376949,376949,0,1.96361,13.77980672,26.93,0.99853,1.85949,0,14,0,0,15,0x8104,CRC Ok
12091,12078,"2024-12-08,19:00:00",713114.4472,713114.4472,376949,376949,0,2.09705,15.71519379,26.35,0.99827,1.99018,0,14,0,0,15,0x8104,CRC Ok
12092,12079,"2024-12-08,20:00:00",713114.4472,713114.4472,376949,376949,0,2.09254,15.64978165,25.49,0.99824,1.9917,0,14,0,0,15,0x8104,CRC Ok
12093,12080,"2024-12-08,21:00:00",713114.4472,713114.4472,376949,376949,0,2.09123,15.63078167,24.72,0.9982,1.99566,0,14,0,0,15,0x8104,CRC Ok
12094,12081,"2024-12-08,22:00:00",713114.4472,713114.4472,376949,376949,0,2.09173,15.63803357,24.08,0.99817,2.00046,0,14,0,0,15,0x8104,CRC Ok
12095,12082,"2024-12-08,23:00:00",713114.4472,713114.4472,376949,376949,285,2.09167,15.63716335,23.57,0.99815,2.00389,0,14,0,0,15,0x8104,CRC Ok
12096,12083,"2024-12-09,00:00:00",713681.7725,713681.7725,377234,377234,302,2.09285,15.65427783,25.46,0.99824,1.99221,0,14,0,0,15,0x8104,CRC Ok
12097,12084,"2024-12-09,01:00:00",714280.6943,714280.6943,377536,377536,247,2.09081,15.62469008,26.38,0.99829,1.98404,0,14,0,0,15,0x8104,CRC Ok
12098,12085,"2024-12-09,02:00:00",714770.3385,714770.3385,377783,377783,115,2.10111,15.77407922,26.3,0.99826,1.99443,0,14,0,0,15,0x8104,CRC Ok
12099,12086,"2024-12-09,03:00:00",714999.188,714999.188,377898,377898,302,2.1015,15.7797357,25.55,0.99822,1.99985,0,14,0,0,15,0x8104,CRC Ok
12100,12087,"2024-12-09,04:00:00",715599.1751,715599.1751,378200,378200,302,2.08974,15.60917101,25.94,0.99826,1.98602,0,14,0,0,15,0x8104,CRC Ok
12101,12088,"2024-12-09,05:00:00",716198.9453,716198.9453,378502,378502,295,2.08717,15.57189625,25.97,0.99829,1.98329,0,14,0,0,15,0x8104,CRC Ok
12102,12089,"2024-12-09,06:00:00",716784.5531,716784.5531,378797,378797,260,2.09078,15.62425496,26,0.99829,1.98649,0,14,0,0,15,0x8104,CRC Ok
12103,12090,"2024-12-09,07:00:00",717299.5464,717299.5464,379057,379057,301,2.09277,15.65311753,26.01,0.99825,1.98845,0,14,0,0,15,0x8104,CRC Ok
12104,12091,"2024-12-09,08:00:00",717888.726,717888.726,379358,379358,301,2.0625,15.2140875,26.28,0.99831,1.9578,0,14,0,0,15,0x8104,CRC Ok
12105,12092,"2024-12-09,09:00:00",718467.6324,718467.6324,379659,379659,299,2.03002,14.74300408,26.39,0.99837,1.92613,0,14,0,0,15,0x8104,CRC Ok
12106,12093,"2024-12-09,10:00:00",719011.8135,719011.8135,379958,379958,298,1.91977,13.14396013,26.46,0.99859,1.82071,0,14,0,0,15,0x8104,CRC Ok
12107,12094,"2024-12-09,11:00:00",719539.2915,719539.2915,380256,380256,297,1.86786,12.39106787,26.55,0.99869,1.77072,0,14,0,0,15,0x8104,CRC Ok
12108,12095,"2024-12-09,12:00:00",720060.7885,720060.7885,380553,380553,297,1.85554,12.21238105,26.7,0.99874,1.75813,0,14,0,0,15,0x8104,CRC Ok
12109,12096,"2024-12-09,13:00:00",720575.6425,720575.6425,380850,380850,297,1.83175,11.86733565,26.81,0.99878,1.73485,0,14,0,0,15,0x8104,CRC Ok
12110,12097,"2024-12-09,14:00:00",721093.3228,721093.3228,381147,381147,296,1.8395,11.9797401,26.84,0.99877,1.74205,0,14,0,0,15,0x8104,CRC Ok
12111,12098,"2024-12-09,15:00:00",721615.5989,721615.5989,381443,381443,297,1.86285,12.31840383,26.84,0.99873,1.76422,0,14,0,0,15,0x8104,CRC Ok
12112,12099,"2024-12-09,16:00:00",722150.4301,722150.4301,381740,381740,299,1.90082,12.86911312,26.81,0.99866,1.80048,0,14,0,0,15,0x8104,CRC Ok
12113,12100,"2024-12-09,17:00:00",722719.7706,722719.7706,382039,382039,269,2.00796,14.42305025,26.76,0.99845,1.90269,0,14,0,0,15,0x8104,CRC Ok
12114,12101,"2024-12-09,18:00:00",723224.3102,723224.3102,382308,382308,0,1.99713,14.26597409,26.68,0.99847,1.89289,0,14,0,0,15,0x8104,CRC Ok
12115,12102,"2024-12-09,19:00:00",723224.3102,723224.3102,382308,382308,0,2.09072,15.62338474,26.08,0.99827,1.986,0,14,0,0,15,0x8104,CRC Ok
12116,12103,"2024-12-09,20:00:00",723224.3102,723224.3102,382308,382308,0,2.08747,15.57624739,25.18,0.99824,1.98893,0,14,0,0,15,0x8104,CRC Ok
12117,12104,"2024-12-09,21:00:00",723224.3102,723224.3102,382308,382308,0,2.08663,15.56406419,24.41,0.9982,1.99334,0,14,0,0,15,0x8104,CRC Ok
12118,12105,"2024-12-09,22:00:00",723224.3102,723224.3102,382308,382308,0,2.0868,15.56652984,23.76,0.99817,1.99798,0,14,0,0,15,0x8104,CRC Ok
12119,12106,"2024-12-09,23:00:00",723224.3102,723224.3102,382308,382308,290,2.08641,15.56087336,23.25,0.99814,2.00106,0,14,0,0,15,0x8104,CRC Ok
12120,12107,"2024-12-10,00:00:00",723801.1133,723801.1133,382598,382598,299,2.08924,15.60191911,25.25,0.99824,1.99014,0,14,0,0,15,0x8104,CRC Ok
12121,12108,"2024-12-10,01:00:00",724393.4287,724393.4287,382897,382897,300,2.08579,15.551881,26.17,0.9983,1.98065,0,14,0,0,15,0x8104,CRC Ok
12122,12109,"2024-12-10,02:00:00",724987.8953,724987.8953,383197,383197,300,2.08775,15.58030845,26.17,0.9983,1.9825,0,14,0,0,15,0x8104,CRC Ok
12123,12110,"2024-12-10,03:00:00",725583.1193,725583.1193,383497,383497,290,2.08756,15.57755273,26.09,0.9983,1.98288,0,14,0,0,15,0x8104,CRC Ok
12124,12111,"2024-12-10,04:00:00",726158.7923,726158.7923,383787,383787,263,2.08997,15.61250689,26,0.99828,1.98573,0,14,0,0,15,0x8104,CRC Ok
12125,12112,"2024-12-10,05:00:00",726680.3137,726680.3137,384050,384050,303,2.0926,15.65065188,25.89,0.99826,1.98903,0,14,0,0,15,0x8104,CRC Ok
12126,12113,"2024-12-10,06:00:00",727280.621,727280.621,384353,384353,255,2.08574,15.55115581,25.96,0.99828,1.98201,0,14,0,0,15,0x8104,CRC Ok
12127,12114,"2024-12-10,07:00:00",727784.8726,727784.8726,384608,384608,302,2.08633,15.55971305,25.85,0.99826,1.98333,0,14,0,0,15,0x8104,CRC Ok
12128,12115,"2024-12-10,08:00:00",728380.5034,728380.5034,384910,384910,300,2.07356,15.37449953,25.97,0.9983,1.97034,0,14,0,0,15,0x8104,CRC Ok
12129,12116,"2024-12-10,09:00:00",728969.9788,728969.9788,385210,385210,299,2.06328,15.22540046,26.09,0.99832,1.95975,0,14,0,0,15,0x8104,CRC Ok
12130,12117,"2024-12-10,10:00:00",729502.0619,729502.0619,385509,385509,297,1.87775,12.53451045,26.16,0.99866,1.78249,0,14,0,0,15,0x8104,CRC Ok
12131,12118,"2024-12-10,11:00:00",730012.566,730012.566,385806,385806,296,1.81081,11.56362608,26.31,0.99878,1.7179,0,14,0,0,15,0x8104,CRC Ok
12132,12119,"2024-12-10,12:00:00",730511.6753,730511.6753,386102,386102,302,1.77853,11.09544341,26.49,0.99886,1.68614,0,14,0,0,15,0x8104,CRC Ok
12133,12120,"2024-12-10,13:00:00",731011.8775,731011.8775,386404,386404,298,1.74625,10.62726075,26.62,0.99892,1.65469,0,14,0,0,15,0x8104,CRC Ok
12134,12121,"2024-12-10,14:00:00",731508.0568,731508.0568,386702,386702,431,1.7591,10.81363458,26.71,0.99892,1.66639,0,14,0,0,15,0x8104,CRC Ok
12135,12122,"2024-12-10,15:00:00",732236.987,732236.987,387133,387133,328,1.78303,11.16071051,26.74,0.99886,1.68898,0,14,0,0,15,0x8104,CRC Ok
12136,12123,"2024-12-10,16:00:00",732801.3038,732801.3038,387461,387461,350,1.81526,11.62816799,26.71,0.99881,1.71976,0,14,0,0,15,0x8104,CRC Ok
12137,12124,"2024-12-10,17:00:00",733419.4841,733419.4841,387811,387811,289,1.86797,12.39266329,26.64,0.99871,1.77027,0,14,0,0,15,0x8104,CRC Ok
12138,12125,"2024-12-10,18:00:00",733945.8615,733945.8615,388100,388100,0,1.93035,13.29741033,26.55,0.99858,1.83017,0,14,0,0,15,0x8104,CRC Ok
12139,12126,"2024-12-10,19:00:00",733945.8615,733945.8615,388100,388100,0,2.09646,15.70663655,25.94,0.99826,1.99235,0,14,0,0,15,0x8104,CRC Ok
12140,12127,"2024-12-10,20:00:00",733945.8615,733945.8615,388100,388100,0,2.09237,15.64731601,24.96,0.99822,1.99509,0,14,0,0,15,0x8104,CRC Ok
12141,12128,"2024-12-10,21:00:00",733945.8615,733945.8615,388100,388100,0,2.09134,15.63237709,24.12,0.99818,1.99983,0,14,0,0,15,0x8104,CRC Ok
12142,12129,"2024-12-10,22:00:00",733945.8615,733945.8615,388100,388100,0,2.09151,15.63484274,23.41,0.99814,2.00485,0,14,0,0,15,0x8104,CRC Ok
12143,12130,"2024-12-10,23:00:00",733945.8615,733945.8615,388100,388100,272,2.09148,15.63440762,22.79,0.99811,2.00909,0,14,0,0,15,0x8104,CRC Ok
12144,12131,"2024-12-11,00:00:00",734488.4168,734488.4168,388372,388372,301,2.09716,15.71678921,24.71,0.9982,2.00146,0,14,0,0,15,0x8104,CRC Ok
12145,12132,"2024-12-11,01:00:00",735086.7247,735086.7247,388673,388673,301,2.09262,15.65094196,25.89,0.99824,1.9891,0,14,0,0,15,0x8104,CRC Ok
12146,12133,"2024-12-11,02:00:00",735685.0922,735685.0922,388974,388974,302,2.09274,15.65268241,25.86,0.99824,1.9894,0,14,0,0,15,0x8104,CRC Ok
12147,12134,"2024-12-11,03:00:00",736285.9479,736285.9479,389276,389276,299,2.09333,15.66123965,25.74,0.99824,1.99077,0,14,0,0,15,0x8104,CRC Ok
12148,12135,"2024-12-11,04:00:00",736881.3277,736881.3277,389575,389575,303,2.09375,15.66733125,25.59,0.99824,1.9922,0,14,0,0,15,0x8104,CRC Ok
12149,12136,"2024-12-11,05:00:00",737484.8628,737484.8628,389878,389878,243,2.09601,15.70010984,25.53,0.99823,1.99475,0,14,0,0,15,0x8104,CRC Ok
12150,12137,"2024-12-11,06:00:00",737969.2611,737969.2611,390121,390121,295,2.10486,15.82846847,25.38,0.9982,2.00426,0,14,0,0,15,0x8104,CRC Ok
12151,12138,"2024-12-11,07:00:00",738555.7073,738555.7073,390416,390416,302,2.08722,15.57262144,25.51,0.99824,1.98651,0,14,0,0,15,0x8104,CRC Ok
12152,12139,"2024-12-11,08:00:00",739150.9629,739150.9629,390718,390718,301,2.07185,15.34969803,25.67,0.99828,1.97073,0,14,0,0,15,0x8104,CRC Ok
12153,12140,"2024-12-11,09:00:00",739733.8645,739733.8645,391019,391019,299,2.03461,14.80957652,25.72,0.99835,1.93482,0,14,0,0,15,0x8104,CRC Ok
12154,12141,"2024-12-11,10:00:00",740271.9098,740271.9098,391318,391318,298,1.89244,12.74757127,25.78,0.9986,1.79883,0,14,0,0,15,0x8104,CRC Ok
12155,12142,"2024-12-11,11:00:00",740789.4404,740789.4404,391616,391616,297,1.8252,11.77233576,25.93,0.99874,1.73379,0,14,0,0,15,0x8104,CRC Ok
12156,12143,"2024-12-11,12:00:00",741296.9882,741296.9882,391913,391913,296,1.80087,11.41945831,26.15,0.99879,1.70936,0,14,0,0,15,0x8104,CRC Ok
12157,12144,"2024-12-11,13:00:00",741796.0885,741796.0885,392209,392209,296,1.77844,11.09413807,26.33,0.99885,1.68697,0,14,0,0,15,0x8104,CRC Ok
12158,12145,"2024-12-11,14:00:00",742296.7514,742296.7514,392505,392505,296,1.78264,11.15505403,26.45,0.99885,1.69028,0,14,0,0,15,0x8104,CRC Ok
12159,12146,"2024-12-11,15:00:00",742802.8054,742802.8054,392801,392801,297,1.80652,11.50140478,26.48,0.99883,1.71275,0,14,0,0,15,0x8104,CRC Ok
12160,12147,"2024-12-11,16:00:00",743350.2847,743350.2847,393098,393098,298,1.94177,13.46304373,26.47,0.99857,1.84152,0,14,0,0,15,0x8104,CRC Ok
12161,12148,"2024-12-11,17:00:00",743910.6025,743910.6025,393396,393396,300,1.97881,14.00026448,26.42,0.99849,1.87711,0,14,0,0,15,0x8104,CRC Ok
12162,12149,"2024-12-11,18:00:00",744469.7146,744469.7146,393696,393696,5,1.96196,13.75587545,26.32,0.99852,1.86167,0,14,0,0,15,0x8104,CRC Ok
12163,12150,"2024-12-11,19:00:00",744479.0427,744479.0427,393701,393701,0,2.08658,15.563339,25.64,0.99826,1.98498,0,14,0,0,15,0x8104,CRC Ok
12164,12151,"2024-12-11,20:00:00",744479.0427,744479.0427,393701,393701,0,2.09442,15.6770488,24.53,0.99819,1.99999,0,14,0,0,15,0x8104,CRC Ok
12165,12152,"2024-12-11,21:00:00",744479.0427,744479.0427,393701,393701,0,2.09302,15.65674348,23.58,0.99815,2.00516,0,14,0,0,15,0x8104,CRC Ok
12166,12153,"2024-12-11,22:00:00",744479.0427,744479.0427,393701,393701,0,2.0931,15.65790378,22.71,0.9981,2.01125,0,14,0,0,15,0x8104,CRC Ok
12167,12154,"2024-12-11,23:00:00",744479.0427,744479.0427,393701,393701,282,2.09394,15.67008697,21.87,0.99806,2.01787,0,14,0,0,15,0x8104,CRC Ok
12168,12155,"2024-12-12,00:00:00",745043.544,745043.544,393983,393983,298,2.10164,15.78176623,24.27,0.99816,2.0088,0,14,0,0,15,0x8104,CRC Ok
12169,12156,"2024-12-12,01:00:00",745637.3614,745637.3614,394281,394281,300,2.0898,15.61004124,25.6,0.99823,1.98839,0,14,0,0,15,0x8104,CRC Ok
12170,12157,"2024-12-12,02:00:00",746234.8434,746234.8434,394581,394581,301,2.09058,15.6213542,25.58,0.99823,1.98928,0,14,0,0,15,0x8104,CRC Ok
12171,12158,"2024-12-12,03:00:00",746835.1451,746835.1451,394882,394882,301,2.0949,15.68401062,25.45,0.99824,1.99418,0,14,0,0,15,0x8104,CRC Ok
12172,12159,"2024-12-12,04:00:00",747434.9988,747434.9988,395183,395183,300,2.09638,15.70547624,25.34,0.99824,1.99632,0,14,0,0,15,0x8104,CRC Ok
12173,12160,"2024-12-12,05:00:00",748032.9315,748032.9315,395483,395483,156,2.09246,15.64862135,25.33,0.99824,1.99271,0,14,0,0,15,0x8104,CRC Ok
12174,12161,"2024-12-12,06:00:00",748343.4126,748343.4126,395639,395639,266,2.10926,15.89228519,24.89,0.99818,2.01176,0,14,0,0,15,0x8104,CRC Ok
12175,12162,"2024-12-12,07:00:00",748871.4133,748871.4133,395905,395905,302,2.08899,15.59829316,25.24,0.99822,1.99001,0,14,0,0,15,0x8104,CRC Ok
12176,12163,"2024-12-12,08:00:00",749461.2632,749461.2632,396207,396207,300,2.04934,15.02321749,25.48,0.99831,1.95047,0,14,0,0,15,0x8104,CRC Ok
12177,12164,"2024-12-12,09:00:00",750003.8784,750003.8784,396507,396507,300,1.90174,12.88245661,25.51,0.99859,1.80931,0,14,0,0,15,0x8104,CRC Ok
12178,12165,"2024-12-12,10:00:00",750513.2882,750513.2882,396807,396807,299,1.78928,11.25135926,25.5,0.99879,1.70206,0,14,0,0,15,0x8104,CRC Ok
12179,12166,"2024-12-12,11:00:00",751008.6701,751008.6701,397106,397106,299,1.74191,10.56431426,25.53,0.99888,1.6567,0,14,0,0,15,0x8104,CRC Ok
12180,12167,"2024-12-12,12:00:00",751501.0954,751501.0954,397405,397405,298,1.73175,10.41695565,25.59,0.99892,1.64663,0,14,0,0,15,0x8104,CRC Ok
12181,12168,"2024-12-12,13:00:00",751989.5553,751989.5553,397703,397703,299,1.72329,10.2942535,25.66,0.99894,1.63814,0,14,0,0,15,0x8104,CRC Ok
12182,12169,"2024-12-12,14:00:00",752481.8393,752481.8393,398002,398002,298,1.73172,10.41652054,25.76,0.99891,1.64568,0,14,0,0,15,0x8104,CRC Ok
12183,12170,"2024-12-12,15:00:00",752971.7277,752971.7277,398300,398300,297,1.73083,10.40361215,25.79,0.99891,1.64464,0,14,0,0,15,0x8104,CRC Ok
12184,12171,"2024-12-12,16:00:00",753469.2539,753469.2539,398597,398597,296,1.76165,10.85061927,25.77,0.99886,1.67414,0,14,0,0,15,0x8104,CRC Ok
12185,12172,"2024-12-12,17:00:00",753970.3274,753970.3274,398893,398893,298,1.78071,11.1270617,25.74,0.99883,1.6925,0,14,0,0,15,0x8104,CRC Ok
12186,12173,"2024-12-12,18:00:00",754482.3058,754482.3058,399191,399191,43,1.80804,11.52345055,25.69,0.99877,1.71881,0,14,0,0,15,0x8104,CRC Ok
12187,12174,"2024-12-12,19:00:00",754558.4858,754558.4858,399234,399234,0,2.06006,15.17869823,24.9,0.99827,1.96469,0,14,0,0,15,0x8104,CRC Ok
12188,12175,"2024-12-12,20:00:00",754558.4858,754558.4858,399234,399234,0,2.0968,15.71156784,23.19,0.99812,2.01144,0,14,0,0,15,0x8104,CRC Ok
12189,12176,"2024-12-12,21:00:00",754558.4858,754558.4858,399234,399234,0,2.09467,15.68067475,21.76,0.99805,2.01934,0,14,0,0,15,0x8104,CRC Ok
12190,12177,"2024-12-12,22:00:00",754558.4858,754558.4858,399234,399234,0,2.09433,15.67574345,20.65,0.998,2.0267,0,14,0,0,15,0x8104,CRC Ok
12191,12178,"2024-12-12,23:00:00",754558.4858,754558.4858,399234,399234,286,2.09444,15.67733887,19.84,0.99796,2.03252,0,14,0,0,15,0x8104,CRC Ok
12192,12179,"2024-12-13,00:00:00",755130.3373,755130.3373,399520,399520,303,2.08792,15.5827741,23.44,0.99814,2.00133,0,14,0,0,15,0x8104,CRC Ok
12193,12180,"2024-12-13,01:00:00",755732.0928,755732.0928,399823,399823,303,2.08537,15.54578941,25.25,0.99824,1.98648,0,14,0,0,15,0x8104,CRC Ok
12194,12181,"2024-12-13,02:00:00",756334.7149,756334.7149,400126,400126,295,2.08691,15.56812526,25.28,0.99825,1.98771,0,14,0,0,15,0x8104,CRC Ok
12195,12182,"2024-12-13,03:00:00",756922.5797,756922.5797,400421,400421,242,2.09383,15.66849155,25.16,0.99823,1.99514,0,14,0,0,15,0x8104,CRC Ok
12196,12183,"2024-12-13,04:00:00",757404.411,757404.411,400663,400663,304,2.09444,15.67733887,24.9,0.99819,1.99757,0,14,0,0,15,0x8104,CRC Ok
12197,12184,"2024-12-13,05:00:00",758009.6605,758009.6605,400967,400967,242,2.09125,15.63107175,25.1,0.99821,1.99311,0,14,0,0,15,0x8104,CRC Ok
12198,12185,"2024-12-13,06:00:00",758490.8252,758490.8252,401209,401209,280,2.09587,15.69807931,24.98,0.99821,1.99837,0,14,0,0,15,0x8104,CRC Ok
12199,12186,"2024-12-13,07:00:00",759047.5057,759047.5057,401489,401489,296,2.08764,15.57871303,25.09,0.99822,1.98974,0,14,0,0,15,0x8104,CRC Ok
12200,12187,"2024-12-13,08:00:00",759634.0753,759634.0753,401785,401785,298,2.08201,15.49705664,25.25,0.99825,1.98325,0,14,0,0,15,0x8104,CRC Ok
12201,12188,"2024-12-13,09:00:00",760182.4483,760182.4483,402083,402083,297,1.93562,13.37384536,25.34,0.99852,1.84276,0,14,0,0,15,0x8104,CRC Ok
12202,12189,"2024-12-13,10:00:00",760723.2717,760723.2717,402380,402380,295,1.90913,12.98963969,25.43,0.99858,1.81684,0,14,0,0,15,0x8104,CRC Ok
12203,12190,"2024-12-13,11:00:00",761221.7316,761221.7316,402675,402675,293,1.77716,11.07557321,25.58,0.99882,1.69004,0,14,0,0,15,0x8104,CRC Ok
12204,12191,"2024-12-13,12:00:00",761683.1398,761683.1398,402968,402968,292,1.65446,9.295956948,25.73,0.99905,1.57221,0,14,0,0,15,0x8104,CRC Ok
12205,12192,"2024-12-13,13:00:00",762112.561,762112.561,403260,403260,292,1.54897,7.765951086,25.86,0.99927,1.47098,0,14,0,0,15,0x8104,CRC Ok
12206,12193,"2024-12-13,14:00:00",762565.4298,762565.4298,403552,403552,293,1.63203,8.970636714,25.99,0.99913,1.54942,0,14,0,0,15,0x8104,CRC Ok
12207,12194,"2024-12-13,15:00:00",763039.7531,763039.7531,403845,403845,294,1.70535,10.03405533,26.01,0.99897,1.61913,0,14,0,0,15,0x8104,CRC Ok
12208,12195,"2024-12-13,16:00:00",763551.4618,763551.4618,404139,404139,296,1.83351,11.89286234,26.02,0.99875,1.74119,0,14,0,0,15,0x8104,CRC Ok
12209,12196,"2024-12-13,17:00:00",764102.8658,764102.8658,404435,404435,296,1.95768,13.69379918,26,0.99851,1.85966,0,14,0,0,15,0x8104,CRC Ok
12210,12197,"2024-12-13,18:00:00",764654.5183,764654.5183,404731,404731,43,1.96137,13.74731821,25.91,0.99852,1.86368,0,14,0,0,15,0x8104,CRC Ok
12211,12198,"2024-12-13,19:00:00",764736.1243,764736.1243,404774,404774,0,2.09809,15.73027774,25.38,0.99822,1.99775,0,14,0,0,15,0x8104,CRC Ok
12212,12199,"2024-12-13,20:00:00",764736.1243,764736.1243,404774,404774,0,2.09013,15.61482749,24.29,0.99819,1.99752,0,14,0,0,15,0x8104,CRC Ok
12213,12200,"2024-12-13,21:00:00",764736.1243,764736.1243,404774,404774,0,2.08963,15.60757559,23.37,0.99815,2.00335,0,14,0,0,15,0x8104,CRC Ok
12214,12201,"2024-12-13,22:00:00",764736.1243,764736.1243,404774,404774,0,2.09036,15.61816337,22.63,0.99811,2.00913,0,14,0,0,15,0x8104,CRC Ok
12215,12202,"2024-12-13,23:00:00",764736.1243,764736.1243,404774,404774,0,2.09145,15.63397251,22.01,0.99807,2.01448,0,14,0,0,15,0x8104,CRC Ok
12216,12203,"2024-12-14,00:00:00",764736.1243,764736.1243,404774,404774,0,2.09075,15.62381985,21.46,0.99804,2.01757,0,14,0,0,15,0x8104,CRC Ok
12217,12204,"2024-12-14,01:00:00",764736.1243,764736.1243,404774,404774,0,2.08599,15.55478176,21.01,0.99803,2.01611,0,14,0,0,15,0x8104,CRC Ok
12218,12205,"2024-12-14,02:00:00",764736.1243,764736.1243,404774,404774,0,2.08577,15.55159093,20.63,0.99802,2.01851,0,14,0,0,15,0x8104,CRC Ok
12219,12206,"2024-12-14,03:00:00",764736.1243,764736.1243,404774,404774,0,2.08646,15.56159855,20.29,0.99799,2.02162,0,14,0,0,15,0x8104,CRC Ok
12220,12207,"2024-12-14,04:00:00",764736.1243,764736.1243,404774,404774,0,2.08688,15.56769014,19.94,0.99798,2.02443,0,14,0,0,15,0x8104,CRC Ok
12221,12208,"2024-12-14,05:00:00",764736.1243,764736.1243,404774,404774,0,2.08725,15.57305655,19.6,0.99796,2.02722,0,14,0,0,15,0x8104,CRC Ok
12222,12209,"2024-12-14,06:00:00",764736.1243,764736.1243,404774,404774,0,2.08745,15.57595731,19.26,0.99794,2.02975,0,14,0,0,15,0x8104,CRC Ok
12223,12210,"2024-12-14,07:00:00",764736.1243,764736.1243,404774,404774,0,2.08714,15.57146113,18.95,0.99792,2.03164,0,14,0,0,15,0x8104,CRC Ok
12224,12211,"2024-12-14,08:00:00",764736.1243,764736.1243,404774,404774,45,2.05222,15.06498844,18.68,0.99797,1.99942,0,14,0,0,15,0x8104,CRC Ok
12225,12212,"2024-12-14,09:00:00",764818.0009,764818.0009,404819,404819,296,2.00205,14.33733279,19.06,0.9981,1.94798,0,14,0,0,15,0x8104,CRC Ok
12226,12213,"2024-12-14,10:00:00",765325.5287,765325.5287,405115,405115,293,1.79731,11.36782478,24.16,0.99873,1.71768,0,14,0,0,15,0x8104,CRC Ok
12227,12214,"2024-12-14,11:00:00",765801.9937,765801.9937,405408,405408,297,1.70834,10.07742169,25.47,0.99894,1.62498,0,14,0,0,15,0x8104,CRC Ok
12228,12215,"2024-12-14,12:00:00",766348.7779,766348.7779,405705,405705,301,1.92419,13.20806692,25.82,0.99856,1.82883,0,14,0,0,15,0x8104,CRC Ok
12229,12216,"2024-12-14,13:00:00",766919.0921,766919.0921,406006,406006,301,1.99421,14.223623,26.05,0.99844,1.8942,0,14,0,0,15,0x8104,CRC Ok
12230,12217,"2024-12-14,14:00:00",767420.2528,767420.2528,406307,406307,295,1.75666,10.77824531,26.08,0.99888,1.66763,0,14,0,0,15,0x8104,CRC Ok
12231,12218,"2024-12-14,15:00:00",767923.5311,767923.5311,406602,406602,291,1.79384,11.31749659,26.11,0.99882,1.70288,0,14,0,0,15,0x8104,CRC Ok
12232,12219,"2024-12-14,16:00:00",768425.0676,768425.0676,406893,406893,294,1.8168,11.65050384,26.11,0.99879,1.72471,0,14,0,0,15,0x8104,CRC Ok
12233,12220,"2024-12-14,17:00:00",768931.3825,768931.3825,407187,407187,293,1.81072,11.56232074,26.06,0.99877,1.71923,0,14,0,0,15,0x8104,CRC Ok
12234,12221,"2024-12-14,18:00:00",769429.414,769429.414,407480,407480,10,1.79275,11.30168745,25.93,0.99881,1.70286,0,14,0,0,15,0x8104,CRC Ok
12235,12222,"2024-12-14,19:00:00",769446.6041,769446.6041,407490,407490,0,2.05491,15.10400366,25.29,0.9983,1.95717,0,14,0,0,15,0x8104,CRC Ok
12236,12223,"2024-12-14,20:00:00",769446.6041,769446.6041,407490,407490,0,2.1003,15.76233114,24.21,0.99816,2.00781,0,14,0,0,15,0x8104,CRC Ok
12237,12224,"2024-12-14,21:00:00",769446.6041,769446.6041,407490,407490,0,2.09747,15.72128539,23.32,0.99812,2.01122,0,14,0,0,15,0x8104,CRC Ok
12238,12225,"2024-12-14,22:00:00",769446.6041,769446.6041,407490,407490,0,2.09669,15.70997242,22.63,0.99809,2.01526,0,14,0,0,15,0x8104,CRC Ok
12239,12226,"2024-12-14,23:00:00",769446.6041,769446.6041,407490,407490,288,2.09733,15.71925485,22.06,0.99806,2.01976,0,14,0,0,15,0x8104,CRC Ok
12240,12227,"2024-12-15,00:00:00",770021.9171,770021.9171,407778,407778,303,2.09218,15.64456028,24.28,0.99818,1.99961,0,14,0,0,15,0x8104,CRC Ok
12241,12228,"2024-12-15,01:00:00",770625.0236,770625.0236,408081,408081,300,2.09276,15.65297249,25.49,0.99823,1.99193,0,14,0,0,15,0x8104,CRC Ok
